ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,P_5YMAS,P_12YMAS,P_15YMAS,P_18YMAS
20,Oaxaca,220,San Juan Tepeuxila,0000,Total del Municipio,2459,2113,1942,1822
20,Oaxaca,221,San Juan Teposcolula,0000,Total del Municipio,1388,1209,1124,1037
20,Oaxaca,222,San Juan Yaeé,0000,Total del Municipio,1329,1137,1053,980
20,Oaxaca,223,San Juan Yatzona,0000,Total del Municipio,405,345,312,301
20,Oaxaca,224,San Juan Yucuita,0000,Total del Municipio,603,541,516,501
20,Oaxaca,225,San Lorenzo,0000,Total del Municipio,5361,4511,4121,3733
20,Oaxaca,226,San Lorenzo Albarradas,0000,Total del Municipio,2734,2377,2200,2078
20,Oaxaca,227,San Lorenzo Cacaotepec,0000,Total del Municipio,17076,14918,13938,12927
20,Oaxaca,228,San Lorenzo Cuaunecuiltitla,0000,Total del Municipio,763,607,534,459
20,Oaxaca,229,San Lorenzo Texmelúcan,0000,Total del Municipio,8041,6224,5535,4757
20,Oaxaca,230,San Lorenzo Victoria,0000,Total del Municipio,848,740,687,646
20,Oaxaca,231,San Lucas Camotlán,0000,Total del Municipio,2900,2447,2246,2012
20,Oaxaca,232,San Lucas Ojitlán,0000,Total del Municipio,19983,16676,15171,13785
20,Oaxaca,233,San Lucas Quiaviní,0000,Total del Municipio,1606,1454,1385,1308
20,Oaxaca,234,San Lucas Zoquiápam,0000,Total del Municipio,6460,5301,4744,4270
20,Oaxaca,235,San Luis Amatlán,0000,Total del Municipio,3438,2952,2722,2510
20,Oaxaca,236,San Marcial Ozolotepec,0000,Total del Municipio,1231,973,867,784
20,Oaxaca,237,San Marcos Arteaga,0000,Total del Municipio,1436,1251,1169,1091
20,Oaxaca,238,San Martín de los Cansecos,0000,Total del Municipio,907,768,722,674
20,Oaxaca,239,San Martín Huamelúlpam,0000,Total del Municipio,943,834,770,717
20,Oaxaca,240,San Martín Itunyoso,0000,Total del Municipio,2421,1980,1790,1602
20,Oaxaca,241,San Martín Lachilá,0000,Total del Municipio,946,819,776,740
20,Oaxaca,242,San Martín Peras,0000,Total del Municipio,11044,8691,7402,6397
20,Oaxaca,243,San Martín Tilcajete,0000,Total del Municipio,1812,1578,1477,1402
20,Oaxaca,244,San Martín Toxpalan,0000,Total del Municipio,3579,2985,2730,2479
20,Oaxaca,245,San Martín Zacatepec,0000,Total del Municipio,1198,1016,937,873
20,Oaxaca,246,San Mateo Cajonos,0000,Total del Municipio,558,473,440,420
20,Oaxaca,247,Capulálpam de Méndez,0000,Total del Municipio,1515,1335,1251,1105
20,Oaxaca,248,San Mateo del Mar,0000,Total del Municipio,13971,11496,10446,9474
20,Oaxaca,249,San Mateo Yoloxochitlán,0000,Total del Municipio,3449,2864,2575,2334
20,Oaxaca,250,San Mateo Etlatongo,0000,Total del Municipio,1143,991,941,863
20,Oaxaca,251,San Mateo Nejápam,0000,Total del Municipio,1076,881,816,749
20,Oaxaca,252,San Mateo Peñasco,0000,Total del Municipio,2177,1809,1638,1464
20,Oaxaca,253,San Mateo Piñas,0000,Total del Municipio,1865,1610,1495,1413
20,Oaxaca,254,San Mateo Río Hondo,0000,Total del Municipio,2930,2491,2292,2129
20,Oaxaca,255,San Mateo Sindihui,0000,Total del Municipio,1779,1510,1395,1283
20,Oaxaca,256,San Mateo Tlapiltepec,0000,Total del Municipio,216,189,180,163
20,Oaxaca,257,San Melchor Betaza,0000,Total del Municipio,981,842,804,776
20,Oaxaca,258,San Miguel Achiutla,0000,Total del Municipio,652,581,541,511
20,Oaxaca,259,San Miguel Ahuehuetitlán,0000,Total del Municipio,1950,1621,1474,1338
20,Oaxaca,260,San Miguel Aloápam,0000,Total del Municipio,1976,1695,1588,1475
20,Oaxaca,261,San Miguel Amatitlán,0000,Total del Municipio,6164,5130,4640,4204
20,Oaxaca,262,San Miguel Amatlán,0000,Total del Municipio,908,785,723,682
20,Oaxaca,263,San Miguel Coatlán,0000,Total del Municipio,2891,2360,2092,1871
20,Oaxaca,264,San Miguel Chicahua,0000,Total del Municipio,1996,1648,1452,1337
20,Oaxaca,265,San Miguel Chimalapa,0000,Total del Municipio,5627,4810,4441,4078
20,Oaxaca,266,San Miguel del Puerto,0000,Total del Municipio,7831,6648,6149,5642
20,Oaxaca,267,San Miguel del Río,0000,Total del Municipio,236,210,193,184
20,Oaxaca,268,San Miguel Ejutla,0000,Total del Municipio,1054,878,818,754
20,Oaxaca,269,San Miguel el Grande,0000,Total del Municipio,3942,3409,3193,2975
20,Oaxaca,270,San Miguel Huautla,0000,Total del Municipio,1201,978,868,793
20,Oaxaca,271,San Miguel Mixtepec,0000,Total del Municipio,2851,2316,2057,1843
20,Oaxaca,272,San Miguel Panixtlahuaca,0000,Total del Municipio,5525,4350,3861,3487
20,Oaxaca,273,San Miguel Peras,0000,Total del Municipio,3412,2772,2487,2193
20,Oaxaca,274,San Miguel Piedras,0000,Total del Municipio,1227,1028,933,849
20,Oaxaca,275,San Miguel Quetzaltepec,0000,Total del Municipio,6630,5594,5173,4796
20,Oaxaca,276,San Miguel Santa Flor,0000,Total del Municipio,648,568,528,508
20,Oaxaca,277,Villa Sola de Vega,0000,Total del Municipio,11103,9351,8572,7857
20,Oaxaca,278,San Miguel Soyaltepec,0000,Total del Municipio,34717,29061,26575,24383
20,Oaxaca,279,San Miguel Suchixtepec,0000,Total del Municipio,2687,2335,2137,1960
20,Oaxaca,280,Villa Talea de Castro,0000,Total del Municipio,1874,1654,1550,1438
20,Oaxaca,281,San Miguel Tecomatlán,0000,Total del Municipio,288,261,252,240
20,Oaxaca,282,San Miguel Tenango,0000,Total del Municipio,608,524,491,470
20,Oaxaca,283,San Miguel Tequixtepec,0000,Total del Municipio,964,806,752,705
20,Oaxaca,284,San Miguel Tilquiápam,0000,Total del Municipio,2825,2383,2116,1927
20,Oaxaca,285,San Miguel Tlacamama,0000,Total del Municipio,3333,2801,2595,2418
20,Oaxaca,286,San Miguel Tlacotepec,0000,Total del Municipio,2862,2453,2309,2156
20,Oaxaca,287,San Miguel Tulancingo,0000,Total del Municipio,296,266,251,240
20,Oaxaca,288,San Miguel Yotao,0000,Total del Municipio,546,467,430,401
20,Oaxaca,289,San Nicolás,0000,Total del Municipio,1095,938,873,823
20,Oaxaca,290,San Nicolás Hidalgo,0000,Total del Municipio,967,819,743,680
20,Oaxaca,291,San Pablo Coatlán,0000,Total del Municipio,3915,3279,2977,2675
20,Oaxaca,292,San Pablo Cuatro Venados,0000,Total del Municipio,1381,1129,1011,902
20,Oaxaca,293,San Pablo Etla,0000,Total del Municipio,15986,13985,13032,12093
20,Oaxaca,294,San Pablo Huitzo,0000,Total del Municipio,6501,5676,5328,5010
20,Oaxaca,295,San Pablo Huixtepec,0000,Total del Municipio,9209,8021,7494,7000
20,Oaxaca,296,San Pablo Macuiltianguis,0000,Total del Municipio,890,788,742,708
20,Oaxaca,297,San Pablo Tijaltepec,0000,Total del Municipio,2525,2076,1844,1637
20,Oaxaca,298,San Pablo Villa de Mitla,0000,Total del Municipio,12575,10914,10169,9486
20,Oaxaca,299,San Pablo Yaganiza,0000,Total del Municipio,1041,884,821,767
20,Oaxaca,300,San Pedro Amuzgos,0000,Total del Municipio,6098,5165,4728,4307
20,Oaxaca,301,San Pedro Apóstol,0000,Total del Municipio,1455,1298,1213,1150
20,Oaxaca,302,San Pedro Atoyac,0000,Total del Municipio,4078,3286,2975,2658
20,Oaxaca,303,San Pedro Cajonos,0000,Total del Municipio,1000,873,810,775
20,Oaxaca,304,San Pedro Coxcaltepec Cántaros,0000,Total del Municipio,667,572,537,510
20,Oaxaca,305,San Pedro Comitancillo,0000,Total del Municipio,4075,3605,3381,3156
20,Oaxaca,306,San Pedro el Alto,0000,Total del Municipio,4166,3342,2960,2627
20,Oaxaca,307,San Pedro Huamelula,0000,Total del Municipio,8957,7707,7134,6619
20,Oaxaca,308,San Pedro Huilotepec,0000,Total del Municipio,2997,2538,2363,2195
20,Oaxaca,309,San Pedro Ixcatlán,0000,Total del Municipio,9247,7563,6825,6252
20,Oaxaca,310,San Pedro Ixtlahuaca,0000,Total del Municipio,13157,10930,10028,9165
20,Oaxaca,311,San Pedro Jaltepetongo,0000,Total del Municipio,443,383,357,338
20,Oaxaca,312,San Pedro Jicayán,0000,Total del Municipio,10016,8193,7401,6634
20,Oaxaca,313,San Pedro Jocotipac,0000,Total del Municipio,688,622,597,564
20,Oaxaca,314,San Pedro Juchatengo,0000,Total del Municipio,1627,1416,1326,1233
20,Oaxaca,315,San Pedro Mártir,0000,Total del Municipio,1730,1452,1353,1265
20,Oaxaca,316,San Pedro Mártir Quiechapa,0000,Total del Municipio,689,618,575,521
20,Oaxaca,317,San Pedro Mártir Yucuxaco,0000,Total del Municipio,1154,1017,949,863
20,Oaxaca,318,San Pedro Mixtepec,0000,Total del Municipio,45193,38751,35968,33200
20,Oaxaca,319,San Pedro Mixtepec,0000,Total del Municipio,902,782,716,665
20,Oaxaca,320,San Pedro Molinos,0000,Total del Municipio,653,564,526,489
20,Oaxaca,321,San Pedro Nopala,0000,Total del Municipio,678,581,525,485
20,Oaxaca,322,San Pedro Ocopetatillo,0000,Total del Municipio,725,630,574,535
20,Oaxaca,323,San Pedro Ocotepec,0000,Total del Municipio,2214,1863,1698,1574
20,Oaxaca,324,San Pedro Pochutla,0000,Total del Municipio,43384,36709,33998,31357
20,Oaxaca,325,San Pedro Quiatoni,0000,Total del Municipio,10749,9060,8426,7767
20,Oaxaca,326,San Pedro Sochiápam,0000,Total del Municipio,4522,3603,3256,2950
20,Oaxaca,327,San Pedro Tapanatepec,0000,Total del Municipio,14052,11960,11074,10282
20,Oaxaca,328,San Pedro Taviche,0000,Total del Municipio,1285,1053,977,891
20,Oaxaca,329,San Pedro Teozacoalco,0000,Total del Municipio,1059,908,845,789
20,Oaxaca,330,San Pedro Teutila,0000,Total del Municipio,3920,3289,3034,2809
20,Oaxaca,331,San Pedro Tidaá,0000,Total del Municipio,917,774,720,676
20,Oaxaca,332,San Pedro Topiltepec,0000,Total del Municipio,347,317,303,281
20,Oaxaca,333,San Pedro Totolápam,0000,Total del Municipio,2997,2635,2494,2351
20,Oaxaca,334,Villa de Tututepec,0000,Total del Municipio,45990,38939,36175,33379
20,Oaxaca,335,San Pedro Yaneri,0000,Total del Municipio,810,688,619,559
20,Oaxaca,336,San Pedro Yólox,0000,Total del Municipio,1586,1386,1279,1186
20,Oaxaca,337,San Pedro y San Pablo Ayutla,0000,Total del Municipio,5105,4312,3883,3529
20,Oaxaca,338,Villa de Etla,0000,Total del Municipio,9537,8324,7798,7301
20,Oaxaca,339,San Pedro y San Pablo Teposcolula,0000,Total del Municipio,3992,3447,3228,3011
20,Oaxaca,340,San Pedro y San Pablo Tequixtepec,0000,Total del Municipio,1651,1479,1407,1326
20,Oaxaca,341,San Pedro Yucunama,0000,Total del Municipio,224,199,188,174
20,Oaxaca,342,San Raymundo Jalpan,0000,Total del Municipio,3802,3267,3061,2895
20,Oaxaca,343,San Sebastián Abasolo,0000,Total del Municipio,1873,1658,1563,1491
20,Oaxaca,344,San Sebastián Coatlán,0000,Total del Municipio,2503,2089,1919,1763
20,Oaxaca,345,San Sebastián Ixcapa,0000,Total del Municipio,3803,3237,2990,2774
20,Oaxaca,346,San Sebastián Nicananduta,0000,Total del Municipio,1411,1200,1119,1062
20,Oaxaca,347,San Sebastián Río Hondo,0000,Total del Municipio,3822,3232,2976,2727
20,Oaxaca,348,San Sebastián Tecomaxtlahuaca,0000,Total del Municipio,7496,6437,6019,5613
20,Oaxaca,349,San Sebastián Teitipac,0000,Total del Municipio,2017,1767,1663,1557
20,Oaxaca,350,San Sebastián Tutla,0000,Total del Municipio,15782,14149,13467,12801
20,Oaxaca,351,San Simón Almolongas,0000,Total del Municipio,2547,2183,2035,1897
20,Oaxaca,352,San Simón Zahuatlán,0000,Total del Municipio,4231,3369,2955,2587
20,Oaxaca,353,Santa Ana,0000,Total del Municipio,2163,1813,1683,1555
20,Oaxaca,354,Santa Ana Ateixtlahuaca,0000,Total del Municipio,443,385,359,330
20,Oaxaca,355,Santa Ana Cuauhtémoc,0000,Total del Municipio,629,535,505,471
20,Oaxaca,356,Santa Ana del Valle,0000,Total del Municipio,2012,1745,1649,1564
20,Oaxaca,357,Santa Ana Tavela,0000,Total del Municipio,793,729,701,665
20,Oaxaca,358,Santa Ana Tlapacoyan,0000,Total del Municipio,1814,1607,1497,1418
20,Oaxaca,359,Santa Ana Yareni,0000,Total del Municipio,602,555,533,514
20,Oaxaca,360,Santa Ana Zegache,0000,Total del Municipio,3651,3175,2988,2772
20,Oaxaca,361,Santa Catalina Quierí,0000,Total del Municipio,772,666,616,577
20,Oaxaca,362,Santa Catarina Cuixtla,0000,Total del Municipio,1401,1239,1153,1080
20,Oaxaca,363,Santa Catarina Ixtepeji,0000,Total del Municipio,2450,2173,2049,1932
20,Oaxaca,364,Santa Catarina Juquila,0000,Total del Municipio,16695,13804,12660,11535
20,Oaxaca,365,Santa Catarina Lachatao,0000,Total del Municipio,993,873,815,773
20,Oaxaca,366,Santa Catarina Loxicha,0000,Total del Municipio,3307,2648,2335,2104
20,Oaxaca,367,Santa Catarina Mechoacán,0000,Total del Municipio,4175,3600,3337,3074
20,Oaxaca,368,Santa Catarina Minas,0000,Total del Municipio,1882,1620,1523,1429
20,Oaxaca,369,Santa Catarina Quiané,0000,Total del Municipio,2014,1731,1640,1547
20,Oaxaca,370,Santa Catarina Tayata,0000,Total del Municipio,612,547,507,458
20,Oaxaca,371,Santa Catarina Ticuá,0000,Total del Municipio,911,801,753,704
20,Oaxaca,372,Santa Catarina Yosonotú,0000,Total del Municipio,1244,1093,1037,942
20,Oaxaca,373,Santa Catarina Zapoquila,0000,Total del Municipio,371,329,307,281
20,Oaxaca,374,Santa Cruz Acatepec,0000,Total del Municipio,1470,1185,1076,979
20,Oaxaca,375,Santa Cruz Amilpas,0000,Total del Municipio,12090,10572,9934,9256
20,Oaxaca,376,Santa Cruz de Bravo,0000,Total del Municipio,336,291,268,250
20,Oaxaca,377,Santa Cruz Itundujia,0000,Total del Municipio,9842,8295,7507,6828
20,Oaxaca,378,Santa Cruz Mixtepec,0000,Total del Municipio,3407,2879,2652,2444
20,Oaxaca,379,Santa Cruz Nundaco,0000,Total del Municipio,2680,2223,2001,1808
20,Oaxaca,380,Santa Cruz Papalutla,0000,Total del Municipio,2061,1790,1684,1565
20,Oaxaca,381,Santa Cruz Tacache de Mina,0000,Total del Municipio,2648,2243,2058,1922
20,Oaxaca,382,Santa Cruz Tacahua,0000,Total del Municipio,1104,955,882,818
20,Oaxaca,383,Santa Cruz Tayata,0000,Total del Municipio,538,466,437,416
20,Oaxaca,384,Santa Cruz Xitla,0000,Total del Municipio,4344,3627,3322,3068
20,Oaxaca,385,Santa Cruz Xoxocotlán,0000,Total del Municipio,92557,80618,75447,70238
20,Oaxaca,386,Santa Cruz Zenzontepec,0000,Total del Municipio,17113,13926,12472,11021
20,Oaxaca,387,Santa Gertrudis,0000,Total del Municipio,2699,2343,2195,2062
20,Oaxaca,388,Santa Inés del Monte,0000,Total del Municipio,2530,2062,1863,1670
20,Oaxaca,389,Santa Inés Yatzeche,0000,Total del Municipio,845,769,749,720
20,Oaxaca,390,Santa Lucía del Camino,0000,Total del Municipio,46428,41280,39083,36745
20,Oaxaca,391,Santa Lucía Miahuatlán,0000,Total del Municipio,3048,2452,2160,1947
20,Oaxaca,392,Santa Lucía Monteverde,0000,Total del Municipio,6151,5213,4754,4237
20,Oaxaca,393,Santa Lucía Ocotlán,0000,Total del Municipio,3814,3280,3045,2842
20,Oaxaca,394,Santa María Alotepec,0000,Total del Municipio,2587,2267,2112,1915
20,Oaxaca,395,Santa María Apazco,0000,Total del Municipio,1547,1352,1214,1100
20,Oaxaca,396,Santa María la Asunción,0000,Total del Municipio,2987,2480,2266,2071
20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,0000,Total del Municipio,36317,30960,28558,26188
20,Oaxaca,398,Ayoquezco de Aldama,0000,Total del Municipio,4502,3923,3681,3428
20,Oaxaca,399,Santa María Atzompa,0000,Total del Municipio,38203,32930,30685,28451
20,Oaxaca,400,Santa María Camotlán,0000,Total del Municipio,1596,1367,1274,1204
20,Oaxaca,401,Santa María Colotepec,0000,Total del Municipio,24280,20517,18874,17385
20,Oaxaca,402,Santa María Cortijo,0000,Total del Municipio,963,810,740,688
20,Oaxaca,403,Santa María Coyotepec,0000,Total del Municipio,3447,2973,2759,2564
20,Oaxaca,404,Santa María Chachoápam,0000,Total del Municipio,719,645,612,571
20,Oaxaca,405,Villa de Chilapa de Díaz,0000,Total del Municipio,1695,1453,1349,1254
20,Oaxaca,406,Santa María Chilchotla,0000,Total del Municipio,19370,16012,14451,13153
20,Oaxaca,407,Santa María Chimalapa,0000,Total del Municipio,6717,5526,5070,4659
20,Oaxaca,408,Santa María del Rosario,0000,Total del Municipio,457,398,360,339
20,Oaxaca,409,Santa María del Tule,0000,Total del Municipio,8296,7361,6957,6510
20,Oaxaca,410,Santa María Ecatepec,0000,Total del Municipio,3110,2613,2354,2143
20,Oaxaca,411,Santa María Guelacé,0000,Total del Municipio,844,756,710,674
20,Oaxaca,412,Santa María Guienagati,0000,Total del Municipio,2860,2345,2145,1978
20,Oaxaca,413,Santa María Huatulco,0000,Total del Municipio,46608,40101,37388,34733
20,Oaxaca,414,Santa María Huazolotitlán,0000,Total del Municipio,10968,9321,8656,8071
20,Oaxaca,415,Santa María Ipalapa,0000,Total del Municipio,4389,3643,3347,3084
20,Oaxaca,416,Santa María Ixcatlán,0000,Total del Municipio,435,400,383,361
20,Oaxaca,417,Santa María Jacatepec,0000,Total del Municipio,8785,7458,6891,6333
20,Oaxaca,418,Santa María Jalapa del Marqués,0000,Total del Municipio,10859,9447,8798,8203
20,Oaxaca,419,Santa María Jaltianguis,0000,Total del Municipio,542,482,446,413
20,Oaxaca,420,Santa María Lachixío,0000,Total del Municipio,1513,1263,1148,1026
20,Oaxaca,421,Santa María Mixtequilla,0000,Total del Municipio,4311,3769,3551,3347
20,Oaxaca,422,Santa María Nativitas,0000,Total del Municipio,563,502,465,433
20,Oaxaca,423,Santa María Nduayaco,0000,Total del Municipio,435,396,375,351
20,Oaxaca,424,Santa María Ozolotepec,0000,Total del Municipio,3428,2848,2559,2277
20,Oaxaca,425,Santa María Pápalo,0000,Total del Municipio,1907,1642,1518,1382
20,Oaxaca,426,Santa María Peñoles,0000,Total del Municipio,8016,6523,5848,5215
20,Oaxaca,427,Santa María Petapa,0000,Total del Municipio,13810,11892,11087,10265
20,Oaxaca,428,Santa María Quiegolani,0000,Total del Municipio,1963,1591,1426,1280
20,Oaxaca,429,Santa María Sola,0000,Total del Municipio,1403,1229,1128,1036
20,Oaxaca,430,Santa María Tataltepec,0000,Total del Municipio,296,273,258,244
20,Oaxaca,431,Santa María Tecomavaca,0000,Total del Municipio,1679,1452,1353,1259
20,Oaxaca,432,Santa María Temaxcalapa,0000,Total del Municipio,848,765,729,694
20,Oaxaca,433,Santa María Temaxcaltepec,0000,Total del Municipio,2408,1882,1628,1425
20,Oaxaca,434,Santa María Teopoxco,0000,Total del Municipio,3605,2918,2588,2340
20,Oaxaca,435,Santa María Tepantlali,0000,Total del Municipio,3236,2677,2438,2187
20,Oaxaca,436,Santa María Texcatitlán,0000,Total del Municipio,818,694,645,605
20,Oaxaca,437,Santa María Tlahuitoltepec,0000,Total del Municipio,8797,7424,6722,6092
20,Oaxaca,438,Santa María Tlalixtac,0000,Total del Municipio,1654,1365,1219,1106
20,Oaxaca,439,Santa María Tonameca,0000,Total del Municipio,22910,18978,17315,15813
20,Oaxaca,440,Santa María Totolapilla,0000,Total del Municipio,765,676,641,595
20,Oaxaca,441,Santa María Xadani,0000,Total del Municipio,8199,6704,6055,5452
20,Oaxaca,442,Santa María Yalina,0000,Total del Municipio,228,202,194,181
20,Oaxaca,443,Santa María Yavesía,0000,Total del Municipio,400,346,330,313
20,Oaxaca,444,Santa María Yolotepec,0000,Total del Municipio,432,354,334,308
20,Oaxaca,445,Santa María Yosoyúa,0000,Total del Municipio,1569,1363,1231,1125
20,Oaxaca,446,Santa María Yucuhiti,0000,Total del Municipio,5540,4794,4440,4121
20,Oaxaca,447,Santa María Zacatepec,0000,Total del Municipio,15367,12887,11848,10867
20,Oaxaca,448,Santa María Zaniza,0000,Total del Municipio,2165,1648,1439,1267
20,Oaxaca,449,Santa María Zoquitlán,0000,Total del Municipio,3021,2617,2441,2292
20,Oaxaca,450,Santiago Amoltepec,0000,Total del Municipio,12187,9234,7950,6948
20,Oaxaca,451,Santiago Apoala,0000,Total del Municipio,961,816,752,706
20,Oaxaca,452,Santiago Apóstol,0000,Total del Municipio,4040,3550,3341,3111
20,Oaxaca,453,Santiago Astata,0000,Total del Municipio,3614,3127,2888,2696
20,Oaxaca,454,Santiago Atitlán,0000,Total del Municipio,3241,2798,2571,2350
20,Oaxaca,455,Santiago Ayuquililla,0000,Total del Municipio,2590,2131,1947,1788
20,Oaxaca,456,Santiago Cacaloxtepec,0000,Total del Municipio,1527,1321,1245,1161
20,Oaxaca,457,Santiago Camotlán,0000,Total del Municipio,3080,2642,2458,2294
20,Oaxaca,458,Santiago Comaltepec,0000,Total del Municipio,1055,923,865,815
20,Oaxaca,459,Villa de Santiago Chazumba,0000,Total del Municipio,4566,4019,3729,3493
20,Oaxaca,460,Santiago Choápam,0000,Total del Municipio,4726,3952,3620,3290
20,Oaxaca,461,Santiago del Río,0000,Total del Municipio,487,430,414,400
20,Oaxaca,462,Santiago Huajolotitlán,0000,Total del Municipio,4273,3696,3430,3196
20,Oaxaca,463,Santiago Huauclilla,0000,Total del Municipio,500,462,439,419
20,Oaxaca,464,Santiago Ihuitlán Plumas,0000,Total del Municipio,323,285,251,234
20,Oaxaca,465,Santiago Ixcuintepec,0000,Total del Municipio,1475,1206,1082,961
20,Oaxaca,466,Santiago Ixtayutla,0000,Total del Municipio,12327,9925,8932,7986
20,Oaxaca,467,Santiago Jamiltepec,0000,Total del Municipio,17292,14592,13566,12508
20,Oaxaca,468,Santiago Jocotepec,0000,Total del Municipio,12734,10281,9147,8243
20,Oaxaca,469,Santiago Juxtlahuaca,0000,Total del Municipio,30906,25224,22787,20664
20,Oaxaca,470,Santiago Lachiguiri,0000,Total del Municipio,4139,3644,3370,3165
20,Oaxaca,471,Santiago Lalopa,0000,Total del Municipio,404,357,341,300
20,Oaxaca,472,Santiago Laollaga,0000,Total del Municipio,3123,2758,2582,2418
20,Oaxaca,473,Santiago Laxopa,0000,Total del Municipio,1193,1024,957,880
20,Oaxaca,474,Santiago Llano Grande,0000,Total del Municipio,3106,2626,2451,2284
20,Oaxaca,475,Santiago Matatlán,0000,Total del Municipio,9307,8018,7477,6915
20,Oaxaca,476,Santiago Miltepec,0000,Total del Municipio,382,339,315,301
20,Oaxaca,477,Santiago Minas,0000,Total del Municipio,1204,1039,978,920
20,Oaxaca,478,Santiago Nacaltepec,0000,Total del Municipio,1512,1329,1241,1179
20,Oaxaca,479,Santiago Nejapilla,0000,Total del Municipio,170,157,149,144
20,Oaxaca,480,Santiago Nundiche,0000,Total del Municipio,1250,1097,1029,967
20,Oaxaca,481,Santiago Nuyoó,0000,Total del Municipio,1755,1513,1398,1312
20,Oaxaca,482,Santiago Pinotepa Nacional,0000,Total del Municipio,50469,42890,39705,36818
20,Oaxaca,483,Santiago Suchilquitongo,0000,Total del Municipio,10071,8717,8132,7548
20,Oaxaca,484,Santiago Tamazola,0000,Total del Municipio,3965,3317,3066,2841
20,Oaxaca,485,Santiago Tapextla,0000,Total del Municipio,2746,2200,1982,1817
20,Oaxaca,486,Villa Tejúpam de la Unión,0000,Total del Municipio,2245,1953,1806,1672
20,Oaxaca,487,Santiago Tenango,0000,Total del Municipio,1778,1530,1426,1308
20,Oaxaca,488,Santiago Tepetlapa,0000,Total del Municipio,118,107,98,93
20,Oaxaca,489,Santiago Tetepec,0000,Total del Municipio,4447,3713,3382,3078
20,Oaxaca,490,Santiago Texcalcingo,0000,Total del Municipio,2749,2246,2008,1773
20,Oaxaca,491,Santiago Textitlán,0000,Total del Municipio,4375,3515,3080,2676
20,Oaxaca,492,Santiago Tilantongo,0000,Total del Municipio,2590,2200,1990,1842
20,Oaxaca,493,Santiago Tillo,0000,Total del Municipio,509,443,418,399
20,Oaxaca,494,Santiago Tlazoyaltepec,0000,Total del Municipio,5688,4675,4170,3702
20,Oaxaca,495,Santiago Xanica,0000,Total del Municipio,2688,2190,1992,1815
20,Oaxaca,496,Santiago Xiacuí,0000,Total del Municipio,1756,1544,1421,1284
20,Oaxaca,497,Santiago Yaitepec,0000,Total del Municipio,3810,3074,2721,2445
20,Oaxaca,498,Santiago Yaveo,0000,Total del Municipio,6821,5732,5294,4886
20,Oaxaca,499,Santiago Yolomécatl,0000,Total del Municipio,1789,1559,1450,1341
20,Oaxaca,500,Santiago Yosondúa,0000,Total del Municipio,7246,6107,5607,5177
20,Oaxaca,501,Santiago Yucuyachi,0000,Total del Municipio,928,828,773,733
20,Oaxaca,502,Santiago Zacatepec,0000,Total del Municipio,4521,3797,3494,3221
20,Oaxaca,503,Santiago Zoochila,0000,Total del Municipio,400,357,333,318
20,Oaxaca,504,Nuevo Zoquiápam,0000,Total del Municipio,1441,1212,1120,1014
20,Oaxaca,505,Santo Domingo Ingenio,0000,Total del Municipio,7212,6313,5930,5570
20,Oaxaca,506,Santo Domingo Albarradas,0000,Total del Municipio,740,650,619,585
20,Oaxaca,507,Santo Domingo Armenta,0000,Total del Municipio,2864,2342,2131,1955
20,Oaxaca,508,Santo Domingo Chihuitán,0000,Total del Municipio,1491,1333,1260,1194
20,Oaxaca,509,Santo Domingo de Morelos,0000,Total del Municipio,10004,7946,7130,6346
20,Oaxaca,510,Santo Domingo Ixcatlán,0000,Total del Municipio,696,593,555,504
20,Oaxaca,511,Santo Domingo Nuxaá,0000,Total del Municipio,3043,2487,2207,1990
20,Oaxaca,512,Santo Domingo Ozolotepec,0000,Total del Municipio,964,789,729,664
20,Oaxaca,513,Santo Domingo Petapa,0000,Total del Municipio,8155,6874,6339,5833
20,Oaxaca,514,Santo Domingo Roayaga,0000,Total del Municipio,856,713,651,601
20,Oaxaca,515,Santo Domingo Tehuantepec,0000,Total del Municipio,62610,54220,50445,46768
20,Oaxaca,516,Santo Domingo Teojomulco,0000,Total del Municipio,4688,3840,3508,3172
20,Oaxaca,517,Santo Domingo Tepuxtepec,0000,Total del Municipio,5407,4515,4069,3687
20,Oaxaca,518,Santo Domingo Tlatayápam,0000,Total del Municipio,108,99,92,87
20,Oaxaca,519,Santo Domingo Tomaltepec,0000,Total del Municipio,3142,2758,2602,2448
20,Oaxaca,520,Santo Domingo Tonalá,0000,Total del Municipio,6794,5874,5418,5007
20,Oaxaca,521,Santo Domingo Tonaltepec,0000,Total del Municipio,229,207,192,179
20,Oaxaca,522,Santo Domingo Xagacía,0000,Total del Municipio,1080,894,812,758
20,Oaxaca,523,Santo Domingo Yanhuitlán,0000,Total del Municipio,1526,1323,1197,1122
20,Oaxaca,524,Santo Domingo Yodohino,0000,Total del Municipio,312,289,276,265
20,Oaxaca,525,Santo Domingo Zanatepec,0000,Total del Municipio,11570,9974,9271,8622
20,Oaxaca,526,Santos Reyes Nopala,0000,Total del Municipio,15135,12619,11491,10509
20,Oaxaca,527,Santos Reyes Pápalo,0000,Total del Municipio,2262,1844,1635,1460
20,Oaxaca,528,Santos Reyes Tepejillo,0000,Total del Municipio,840,728,677,651
20,Oaxaca,529,Santos Reyes Yucuná,0000,Total del Municipio,1296,1073,925,780
20,Oaxaca,530,Santo Tomás Jalieza,0000,Total del Municipio,3526,3016,2818,2598
