ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,P_5YMAS,P_12YMAS,P_15YMAS,P_18YMAS
11,Guanajuato,001,Abasolo,0000,Total del Municipio,83655,71592,66565,61603
11,Guanajuato,002,Acámbaro,0000,Total del Municipio,100184,87626,82330,76891
11,Guanajuato,003,San Miguel de Allende,0000,Total del Municipio,158168,136485,126897,117311
11,Guanajuato,004,Apaseo el Alto,0000,Total del Municipio,57713,49438,45885,42387
11,Guanajuato,005,Apaseo el Grande,0000,Total del Municipio,102682,88009,81652,75734
11,Guanajuato,006,Atarjea,0000,Total del Municipio,4828,4136,3802,3493
11,Guanajuato,007,Celaya,0000,Total del Municipio,479437,418215,392140,365309
11,Guanajuato,008,Manuel Doblado,0000,Total del Municipio,37396,31674,29423,27261
11,Guanajuato,009,Comonfort,0000,Total del Municipio,74076,63027,58343,53561
11,Guanajuato,010,Coroneo,0000,Total del Municipio,10113,8609,7980,7345
11,Guanajuato,011,Cortazar,0000,Total del Municipio,89978,78512,73444,68329
11,Guanajuato,012,Cuerámaro,0000,Total del Municipio,28134,24029,22371,20691
11,Guanajuato,013,Doctor Mora,0000,Total del Municipio,24537,20624,18997,17302
11,Guanajuato,014,Dolores Hidalgo Cuna de la Independencia Nacional,0000,Total del Municipio,145968,122384,112618,102896
11,Guanajuato,015,Guanajuato,0000,Total del Municipio,177925,155454,145735,136247
11,Guanajuato,016,Huanímaro,0000,Total del Municipio,19271,16553,15416,14272
11,Guanajuato,017,Irapuato,0000,Total del Municipio,541668,469377,439479,409113
11,Guanajuato,018,Jaral del Progreso,0000,Total del Municipio,35509,30743,28664,26666
11,Guanajuato,019,Jerécuaro,0000,Total del Municipio,44870,38370,35654,33101
11,Guanajuato,020,León,0000,Total del Municipio,1569818,1359560,1269313,1177073
11,Guanajuato,021,Moroleón,0000,Total del Municipio,44366,39729,37544,35309
11,Guanajuato,022,Ocampo,0000,Total del Municipio,23724,20181,18743,17149
11,Guanajuato,023,Pénjamo,0000,Total del Municipio,141101,121451,113198,105043
11,Guanajuato,024,Pueblo Nuevo,0000,Total del Municipio,11335,9757,9112,8480
11,Guanajuato,025,Purísima del Rincón,0000,Total del Municipio,75531,63671,58825,53941
11,Guanajuato,026,Romita,0000,Total del Municipio,59031,50022,46431,42824
11,Guanajuato,027,Salamanca,0000,Total del Municipio,252149,221707,208256,194601
11,Guanajuato,028,Salvatierra,0000,Total del Municipio,87267,76387,71844,67301
11,Guanajuato,029,San Diego de la Unión,0000,Total del Municipio,36944,31308,28848,26285
11,Guanajuato,030,San Felipe,0000,Total del Municipio,106716,88904,81787,74571
11,Guanajuato,031,San Francisco del Rincón,0000,Total del Municipio,118149,100893,93779,86566
11,Guanajuato,032,San José Iturbide,0000,Total del Municipio,80839,68135,62738,57476
11,Guanajuato,033,San Luis de la Paz,0000,Total del Municipio,115566,97298,89300,81306
11,Guanajuato,034,Santa Catarina,0000,Total del Municipio,5147,4367,4033,3674
11,Guanajuato,035,Santa Cruz de Juventino Rosas,0000,Total del Municipio,74889,63501,58877,54345
11,Guanajuato,036,Santiago Maravatío,0000,Total del Municipio,6207,5496,5205,4884
11,Guanajuato,037,Silao de la Victoria,0000,Total del Municipio,183437,155929,143976,132270
11,Guanajuato,038,Tarandacuao,0000,Total del Municipio,10392,9045,8464,7858
11,Guanajuato,039,Tarimoro,0000,Total del Municipio,33140,28825,27103,25443
11,Guanajuato,040,Tierra Blanca,0000,Total del Municipio,17907,15090,13796,12514
11,Guanajuato,041,Uriangato,0000,Total del Municipio,57077,50688,47751,44660
11,Guanajuato,042,Valle de Santiago,0000,Total del Municipio,137412,119432,111522,103620
11,Guanajuato,043,Victoria,0000,Total del Municipio,19098,16042,14765,13404
11,Guanajuato,044,Villagrán,0000,Total del Municipio,59875,51293,47652,44088
11,Guanajuato,045,Xichú,0000,Total del Municipio,10028,8385,7672,6947
11,Guanajuato,046,Yuriria,0000,Total del Municipio,62782,54759,51264,47798
12,Guerrero,001,Acapulco de Juárez,0000,Total del Municipio,712707,622553,583294,543597
12,Guerrero,002,Ahuacuotzingo,0000,Total del Municipio,22195,17794,16154,14507
12,Guerrero,003,Ajuchitlán del Progreso,0000,Total del Municipio,33470,27873,25647,23558
12,Guerrero,004,Alcozauca de Guerrero,0000,Total del Municipio,18184,14056,12459,11108
12,Guerrero,005,Alpoyeca,0000,Total del Municipio,7032,5871,5302,4826
12,Guerrero,006,Apaxtla,0000,Total del Municipio,9971,8344,7711,7062
12,Guerrero,007,Arcelia,0000,Total del Municipio,29804,25136,23338,21612
12,Guerrero,008,Atenango del Río,0000,Total del Municipio,8223,6918,6424,5947
12,Guerrero,009,Atlamajalcingo del Monte,0000,Total del Municipio,5042,4042,3627,3228
12,Guerrero,010,Atlixtac,0000,Total del Municipio,24945,19544,17259,15276
12,Guerrero,011,Atoyac de Álvarez,0000,Total del Municipio,55648,47431,44018,40507
12,Guerrero,012,Ayutla de los Libres,0000,Total del Municipio,61259,49759,44912,40002
12,Guerrero,013,Azoyú,0000,Total del Municipio,13752,11627,10716,9845
12,Guerrero,014,Benito Juárez,0000,Total del Municipio,14440,12729,11973,11138
12,Guerrero,015,Buenavista de Cuéllar,0000,Total del Municipio,11925,10423,9746,8998
12,Guerrero,016,Coahuayutla de José María Izazaga,0000,Total del Municipio,11035,9310,8610,7952
12,Guerrero,017,Cocula,0000,Total del Municipio,14037,11866,11018,10280
12,Guerrero,018,Copala,0000,Total del Municipio,13098,11070,10189,9335
12,Guerrero,019,Copalillo,0000,Total del Municipio,13728,11205,10195,9162
12,Guerrero,020,Copanatoyac,0000,Total del Municipio,18725,14867,13254,11641
12,Guerrero,021,Coyuca de Benítez,0000,Total del Municipio,66998,57085,52940,48595
12,Guerrero,022,Coyuca de Catalán,0000,Total del Municipio,33610,28593,26517,24770
12,Guerrero,023,Cuajinicuilapa,0000,Total del Municipio,23889,19794,18075,16522
12,Guerrero,024,Cualác,0000,Total del Municipio,6865,5682,5101,4603
12,Guerrero,025,Cuautepec,0000,Total del Municipio,15230,12536,11364,10267
12,Guerrero,026,Cuetzala del Progreso,0000,Total del Municipio,7528,6448,6014,5589
12,Guerrero,027,Cutzamala de Pinzón,0000,Total del Municipio,18566,15872,14905,13930
12,Guerrero,028,Chilapa de Álvarez,0000,Total del Municipio,109654,89538,81158,73134
12,Guerrero,029,Chilpancingo de los Bravo,0000,Total del Municipio,257275,221160,205892,190420
12,Guerrero,030,Florencio Villarreal,0000,Total del Municipio,19974,16592,15178,13938
12,Guerrero,031,General Canuto A. Neri,0000,Total del Municipio,5607,4663,4297,3974
12,Guerrero,032,General Heliodoro Castillo,0000,Total del Municipio,32420,25706,22967,20393
12,Guerrero,033,Huamuxtitlán,0000,Total del Municipio,15649,13125,12110,11116
12,Guerrero,034,Huitzuco de los Figueroa,0000,Total del Municipio,33029,28356,26534,24650
12,Guerrero,035,Iguala de la Independencia,0000,Total del Municipio,140934,121727,113827,105749
12,Guerrero,036,Igualapa,0000,Total del Municipio,10592,8735,7897,7118
12,Guerrero,037,Ixcateopan de Cuauhtémoc,0000,Total del Municipio,5595,4834,4553,4244
12,Guerrero,038,Zihuatanejo de Azueta,0000,Total del Municipio,113304,97818,91425,85168
12,Guerrero,039,Juan R. Escudero,0000,Total del Municipio,23834,20274,18783,17288
12,Guerrero,040,Leonardo Bravo,0000,Total del Municipio,23324,19029,17437,16032
12,Guerrero,041,Malinaltepec,0000,Total del Municipio,26230,20933,18439,16157
12,Guerrero,042,Mártir de Cuilapan,0000,Total del Municipio,16508,13332,12094,11045
12,Guerrero,043,Metlatónoc,0000,Total del Municipio,16134,12324,10686,9368
12,Guerrero,044,Mochitlán,0000,Total del Municipio,11300,9596,8905,8193
12,Guerrero,045,Olinalá,0000,Total del Municipio,25047,20415,18574,16856
12,Guerrero,046,Ometepec,0000,Total del Municipio,61484,51457,46936,42347
12,Guerrero,047,Pedro Ascencio Alquisiras,0000,Total del Municipio,6265,5141,4729,4314
12,Guerrero,048,Petatlán,0000,Total del Municipio,40203,34315,31743,29384
12,Guerrero,049,Pilcaya,0000,Total del Municipio,11562,9785,9027,8370
12,Guerrero,050,Pungarabato,0000,Total del Municipio,34846,29794,27690,25750
12,Guerrero,051,Quechultenango,0000,Total del Municipio,32193,26325,24014,21579
12,Guerrero,052,San Luis Acatlán,0000,Total del Municipio,41193,33576,30064,26570
12,Guerrero,053,San Marcos,0000,Total del Municipio,45537,38194,35162,32108
12,Guerrero,054,San Miguel Totolapan,0000,Total del Municipio,21155,17133,15613,14253
12,Guerrero,055,Taxco de Alarcón,0000,Total del Municipio,96972,84582,79003,73213
12,Guerrero,056,Tecoanapa,0000,Total del Municipio,41498,34649,31682,28456
12,Guerrero,057,Técpan de Galeana,0000,Total del Municipio,59523,51354,47983,44551
12,Guerrero,058,Teloloapan,0000,Total del Municipio,48228,40463,37493,34580
12,Guerrero,059,Tepecoacuilco de Trujano,0000,Total del Municipio,27924,23949,22338,20891
12,Guerrero,060,Tetipac,0000,Total del Municipio,12226,10306,9517,8750
12,Guerrero,061,Tixtla de Guerrero,0000,Total del Municipio,39442,33657,31111,28610
12,Guerrero,062,Tlacoachistlahuaca,0000,Total del Municipio,20175,16053,14134,12493
12,Guerrero,063,Tlacoapa,0000,Total del Municipio,9101,7378,6568,5850
12,Guerrero,064,Tlalchapa,0000,Total del Municipio,10595,9018,8441,7889
12,Guerrero,065,Tlalixtaquilla de Maldonado,0000,Total del Municipio,6729,5567,5112,4724
12,Guerrero,066,Tlapa de Comonfort,0000,Total del Municipio,84801,69553,63049,56967
12,Guerrero,067,Tlapehuala,0000,Total del Municipio,20067,16951,15708,14563
12,Guerrero,068,La Unión de Isidoro Montes de Oca,0000,Total del Municipio,23865,20343,19065,17723
12,Guerrero,069,Xalpatláhuac,0000,Total del Municipio,10388,8404,7488,6746
12,Guerrero,070,Xochihuehuetlán,0000,Total del Municipio,7064,6092,5678,5239
12,Guerrero,071,Xochistlahuaca,0000,Total del Municipio,26894,22480,20302,18134
12,Guerrero,072,Zapotitlán Tablas,0000,Total del Municipio,10572,8458,7556,6781
12,Guerrero,073,Zirándaro,0000,Total del Municipio,15334,12998,11978,11065
12,Guerrero,074,Zitlala,0000,Total del Municipio,19615,15926,14399,12857
12,Guerrero,075,Eduardo Neri,0000,Total del Municipio,47647,39851,36882,34055
12,Guerrero,076,Acatepec,0000,Total del Municipio,35084,27278,23798,20544
12,Guerrero,077,Marquelia,0000,Total del Municipio,12952,10850,9979,9117
12,Guerrero,078,Cochoapa el Grande,0000,Total del Municipio,17959,13234,11399,9988
12,Guerrero,079,José Joaquín de Herrera,0000,Total del Municipio,16189,12728,11212,9772
12,Guerrero,080,Juchitán,0000,Total del Municipio,6859,5739,5305,4864
12,Guerrero,081,Iliatenco,0000,Total del Municipio,10353,8576,7631,6628
13,Hidalgo,001,Acatlán,0000,Total del Municipio,20207,17090,15766,14467
13,Hidalgo,002,Acaxochitlán,0000,Total del Municipio,40996,33767,30649,27787
13,Hidalgo,003,Actopan,0000,Total del Municipio,56396,48750,45450,42294
13,Hidalgo,004,Agua Blanca de Iturbide,0000,Total del Municipio,9421,8018,7386,6768
13,Hidalgo,005,Ajacuba,0000,Total del Municipio,17530,15241,14311,13346
13,Hidalgo,006,Alfajayucan,0000,Total del Municipio,17761,15261,14145,13138
13,Hidalgo,007,Almoloya,0000,Total del Municipio,11576,9888,9180,8508
13,Hidalgo,008,Apan,0000,Total del Municipio,43129,37517,35154,32633
13,Hidalgo,009,El Arenal,0000,Total del Municipio,18319,15650,14594,13435
13,Hidalgo,010,Atitalaquia,0000,Total del Municipio,29243,25645,24062,22407
13,Hidalgo,011,Atlapexco,0000,Total del Municipio,18345,15854,14568,13367
13,Hidalgo,012,Atotonilco el Grande,0000,Total del Municipio,27741,23796,22097,20456
13,Hidalgo,013,Atotonilco de Tula,0000,Total del Municipio,57417,48840,45138,41688
13,Hidalgo,014,Calnali,0000,Total del Municipio,14997,12985,11964,10938
13,Hidalgo,015,Cardonal,0000,Total del Municipio,17898,15375,14302,13279
13,Hidalgo,016,Cuautepec de Hinojosa,0000,Total del Municipio,55221,47190,43584,40182
13,Hidalgo,017,Chapantongo,0000,Total del Municipio,11970,10334,9639,9007
13,Hidalgo,018,Chapulhuacán,0000,Total del Municipio,20731,17480,16072,14775
13,Hidalgo,019,Chilcuautla,0000,Total del Municipio,17425,14923,13921,12879
13,Hidalgo,020,Eloxochitlán,0000,Total del Municipio,2436,2145,2015,1911
13,Hidalgo,021,Emiliano Zapata,0000,Total del Municipio,14064,12268,11422,10610
13,Hidalgo,022,Epazoyucan,0000,Total del Municipio,15200,13316,12411,11483
13,Hidalgo,023,Francisco I. Madero,0000,Total del Municipio,33877,29542,27591,25728
13,Hidalgo,024,Huasca de Ocampo,0000,Total del Municipio,16026,13509,12488,11555
13,Hidalgo,025,Huautla,0000,Total del Municipio,19198,16671,15425,14229
13,Hidalgo,026,Huazalingo,0000,Total del Municipio,11697,9890,8980,8115
13,Hidalgo,027,Huehuetla,0000,Total del Municipio,20849,17771,16318,14861
13,Hidalgo,028,Huejutla de Reyes,0000,Total del Municipio,115229,97198,89154,81829
13,Hidalgo,029,Huichapan,0000,Total del Municipio,43682,37784,35326,32792
13,Hidalgo,030,Ixmiquilpan,0000,Total del Municipio,90445,77697,72117,66974
13,Hidalgo,031,Jacala de Ledezma,0000,Total del Municipio,11418,9923,9264,8671
13,Hidalgo,032,Jaltocán,0000,Total del Municipio,9695,8306,7662,7063
13,Hidalgo,033,Juárez Hidalgo,0000,Total del Municipio,2711,2369,2194,2033
13,Hidalgo,034,Lolotla,0000,Total del Municipio,8603,7298,6733,6179
13,Hidalgo,035,Metepec,0000,Total del Municipio,11900,10066,9235,8489
13,Hidalgo,036,San Agustín Metzquititlán,0000,Total del Municipio,8858,7814,7309,6789
13,Hidalgo,037,Metztitlán,0000,Total del Municipio,19491,17021,15888,14819
13,Hidalgo,038,Mineral del Chico,0000,Total del Municipio,8134,6962,6459,5983
13,Hidalgo,039,Mineral del Monte,0000,Total del Municipio,13393,11823,11031,10304
13,Hidalgo,040,La Misión,0000,Total del Municipio,9056,7789,7220,6697
13,Hidalgo,041,Mixquiahuala de Juárez,0000,Total del Municipio,43993,38160,35684,33241
13,Hidalgo,042,Molango de Escamilla,0000,Total del Municipio,10711,9169,8519,7831
13,Hidalgo,043,Nicolás Flores,0000,Total del Municipio,5776,4922,4514,4144
13,Hidalgo,044,Nopala de Villagrán,0000,Total del Municipio,15574,13694,12878,12028
13,Hidalgo,045,Omitlán de Juárez,0000,Total del Municipio,8611,7371,6814,6295
13,Hidalgo,046,San Felipe Orizatlán,0000,Total del Municipio,35093,29776,27223,24958
13,Hidalgo,047,Pacula,0000,Total del Municipio,4380,3758,3512,3291
13,Hidalgo,048,Pachuca de Soto,0000,Total del Municipio,292136,261324,247140,231928
13,Hidalgo,049,Pisaflores,0000,Total del Municipio,16424,13372,12070,10960
13,Hidalgo,050,Progreso de Obregón,0000,Total del Municipio,21946,19135,18007,16794
13,Hidalgo,051,Mineral de la Reforma,0000,Total del Municipio,189188,166337,156086,145587
13,Hidalgo,052,San Agustín Tlaxiaca,0000,Total del Municipio,36225,31500,29383,27244
13,Hidalgo,053,San Bartolo Tutotepec,0000,Total del Municipio,16393,14006,12817,11619
13,Hidalgo,054,San Salvador,0000,Total del Municipio,34258,29465,27507,25479
13,Hidalgo,055,Santiago de Anaya,0000,Total del Municipio,16879,14495,13530,12547
13,Hidalgo,056,Santiago Tulantepec de Lugo Guerrero,0000,Total del Municipio,36550,31619,29436,27224
13,Hidalgo,057,Singuilucan,0000,Total del Municipio,13918,11935,11030,10183
13,Hidalgo,058,Tasquillo,0000,Total del Municipio,16166,14047,13130,12192
13,Hidalgo,059,Tecozautla,0000,Total del Municipio,34859,29852,27795,25621
13,Hidalgo,060,Tenango de Doria,0000,Total del Municipio,15959,13464,12370,11396
13,Hidalgo,061,Tepeapulco,0000,Total del Municipio,52573,46542,43835,40959
13,Hidalgo,062,Tepehuacán de Guerrero,0000,Total del Municipio,27701,22490,20445,18618
13,Hidalgo,063,Tepeji del Río de Ocampo,0000,Total del Municipio,83126,72070,67316,62603
13,Hidalgo,064,Tepetitlán,0000,Total del Municipio,10076,8795,8258,7731
13,Hidalgo,065,Tetepango,0000,Total del Municipio,10848,9448,8862,8247
13,Hidalgo,066,Villa de Tezontepec,0000,Total del Municipio,11947,10391,9697,9001
13,Hidalgo,067,Tezontepec de Aldama,0000,Total del Municipio,50778,43612,40557,37414
13,Hidalgo,068,Tianguistengo,0000,Total del Municipio,13173,11088,10155,9385
13,Hidalgo,069,Tizayuca,0000,Total del Municipio,154564,132443,122076,112367
13,Hidalgo,070,Tlahuelilpan,0000,Total del Municipio,17609,15218,14245,13124
13,Hidalgo,071,Tlahuiltepa,0000,Total del Municipio,8423,7286,6774,6285
13,Hidalgo,072,Tlanalapa,0000,Total del Municipio,10431,9173,8630,8109
13,Hidalgo,073,Tlanchinol,0000,Total del Municipio,34033,28341,25853,23481
13,Hidalgo,074,Tlaxcoapan,0000,Total del Municipio,26506,23150,21709,20182
13,Hidalgo,075,Tolcayuca,0000,Total del Municipio,19755,17001,15831,14718
13,Hidalgo,076,Tula de Allende,0000,Total del Municipio,106729,93834,88186,82498
13,Hidalgo,077,Tulancingo de Bravo,0000,Total del Municipio,154712,134469,125514,116362
13,Hidalgo,078,Xochiatipan,0000,Total del Municipio,16773,14091,12628,11368
13,Hidalgo,079,Xochicoatlán,0000,Total del Municipio,6535,5758,5398,4982
13,Hidalgo,080,Yahualica,0000,Total del Municipio,22481,19065,17297,15544
13,Hidalgo,081,Zacualtipán de Ángeles,0000,Total del Municipio,34628,29883,27800,25619
13,Hidalgo,082,Zapotlán de Juárez,0000,Total del Municipio,19916,17452,16221,15023
13,Hidalgo,083,Zempoala,0000,Total del Municipio,54044,47045,43955,40988
13,Hidalgo,084,Zimapán,0000,Total del Municipio,36761,31588,29306,27122
14,Jalisco,001,Acatic,0000,Total del Municipio,20983,17781,16442,15170
14,Jalisco,002,Acatlán de Juárez,0000,Total del Municipio,23146,20096,17759,16031
14,Jalisco,003,Ahualulco de Mercado,0000,Total del Municipio,21775,18889,17602,16375
14,Jalisco,004,Amacueca,0000,Total del Municipio,5236,4461,4132,3852
14,Jalisco,005,Amatitán,0000,Total del Municipio,14951,12717,11744,10764
14,Jalisco,006,Ameca,0000,Total del Municipio,55950,48634,45529,42363
14,Jalisco,007,San Juanito de Escobedo,0000,Total del Municipio,8615,7402,6855,6325
14,Jalisco,008,Arandas,0000,Total del Municipio,73504,63102,58742,54084
14,Jalisco,009,El Arenal,0000,Total del Municipio,19113,16173,14958,13766
14,Jalisco,010,Atemajac de Brizuela,0000,Total del Municipio,6942,5728,5229,4738
14,Jalisco,011,Atengo,0000,Total del Municipio,5104,4364,4075,3766
14,Jalisco,012,Atenguillo,0000,Total del Municipio,3878,3407,3203,3003
14,Jalisco,013,Atotonilco el Alto,0000,Total del Municipio,57920,49535,46168,42764
14,Jalisco,014,Atoyac,0000,Total del Municipio,8024,6941,6494,6046
14,Jalisco,015,Autlán de Navarro,0000,Total del Municipio,59891,51888,48415,45107
14,Jalisco,016,Ayotlán,0000,Total del Municipio,37489,31521,29001,26655
14,Jalisco,017,Ayutla,0000,Total del Municipio,11825,10017,9357,8718
14,Jalisco,018,La Barca,0000,Total del Municipio,61936,52948,49223,45544
14,Jalisco,019,Bolaños,0000,Total del Municipio,6216,4685,4238,3805
14,Jalisco,020,Cabo Corrientes,0000,Total del Municipio,10006,8504,7829,7222
14,Jalisco,021,Casimiro Castillo,0000,Total del Municipio,18737,16120,15023,13968
14,Jalisco,022,Cihuatlán,0000,Total del Municipio,36282,31076,28747,26523
14,Jalisco,023,Zapotlán el Grande,0000,Total del Municipio,106547,93900,88429,82854
14,Jalisco,024,Cocula,0000,Total del Municipio,26965,23190,21637,20112
14,Jalisco,025,Colotlán,0000,Total del Municipio,18018,15707,14718,13746
14,Jalisco,026,Concepción de Buenos Aires,0000,Total del Municipio,5833,5031,4712,4386
14,Jalisco,027,Cuautitlán de García Barragán,0000,Total del Municipio,16638,14006,12913,11838
14,Jalisco,028,Cuautla,0000,Total del Municipio,1990,1750,1640,1541
14,Jalisco,029,Cuquío,0000,Total del Municipio,16284,14006,13035,12077
14,Jalisco,030,Chapala,0000,Total del Municipio,50744,44513,41749,39103
14,Jalisco,031,Chimaltitán,0000,Total del Municipio,2917,2387,2148,1965
14,Jalisco,032,Chiquilistlán,0000,Total del Municipio,5327,4422,4067,3743
14,Jalisco,033,Degollado,0000,Total del Municipio,19148,16319,15142,14068
